Date,Traffic,CO (mg/m³),Traffic_interpolated,CO (mg/m³)_interpolated
2008-01-31,15101.7096774194,0.31,15101.7096774194,0.31
2008-02-29,17174.5172413793,0.23,17174.5172413793,0.23
2008-03-31,20174.0967741935,0.27,20174.0967741935,0.27
2008-04-30,18528.3,0.23,18528.3,0.23
2008-05-31,19278.4193548387,0.17,19278.4193548387,0.17
2008-06-30,19682.6,0.18,19682.6,0.18
2008-07-31,21192.0,0.17,21192.0,0.17
2008-08-31,21075.6451612903,0.22,21075.6451612903,0.22
2008-09-30,19337.8,0.2,19337.8,0.2
2008-10-31,18464.0322580645,0.32,18464.0322580645,0.32
2008-11-30,16431.2333333333,0.33,16431.2333333333,0.33
2008-12-31,16038.4193548387,0.74,16038.4193548387,0.74
2009-01-31,15458.1935483871,0.35,15458.1935483871,0.35
2009-02-28,16597.3928571429,0.36,16597.3928571429,0.36
2009-03-31,19928.7096774194,0.31,19928.7096774194,0.31
2009-04-30,20004.8666666667,0.22,20004.8666666667,0.22
2009-05-31,19787.3225806452,0.17,19787.3225806452,0.17
2009-06-30,,0.21,20379.830108845432,0.21
2009-07-31,,0.15,22230.681026192175,0.15
2009-08-31,,0.2,22325.74830975004,0.2
2009-09-30,,0.24,21242.692430842948,0.24
2009-10-31,,0.4,19823.776264422242,0.4
2009-11-30,,0.21,17577.4742020149,0.21
2009-12-31,,0.27,16747.06086715484,0.27
2010-01-31,15721.22580645161,0.25,15721.22580645161,0.25
2010-02-28,17056.46428571429,0.23,17056.46428571429,0.23
2010-03-31,20401.87096774194,0.19,20401.87096774194,0.19
2010-04-30,20410.13333333334,0.2,20410.13333333334,0.2
2010-05-31,20209.70967741936,0.15,20209.70967741936,0.15
2010-06-30,21058.43333333333,0.21,21058.43333333333,0.21
2010-07-31,23380.93548387097,0.17,23380.93548387097,0.17
2010-08-31,23256.51612903226,0.15,23256.51612903226,0.15
2010-09-30,22277.9,0.24,22277.9,0.24
2010-10-31,20481.16129032258,0.34,20481.16129032258,0.34
2010-11-30,18098.66666666667,0.46,18098.66666666667,0.46
2010-12-31,16668.77419354839,0.3,16668.77419354839,0.3
2011-01-31,16627.77419354839,0.39,16627.77419354839,0.39
2011-02-28,18196.25,0.25,18196.25,0.25
2011-03-31,20939.70967741936,0.2,20939.70967741936,0.2
2011-04-30,20600.2,0.2,20600.2,0.2
2011-05-31,19592.48387096774,0.15,19592.48387096774,0.15
2011-06-30,21796.26666666667,0.14,21796.26666666667,0.14
2011-07-31,23124.03225806452,0.16,23124.03225806452,0.16
2011-08-31,22870.58064516129,0.18,22870.58064516129,0.18
2011-09-30,21641.33333333333,0.27,21641.33333333333,0.27
2011-10-31,20268.16129032258,0.38,20268.16129032258,0.38
2011-11-30,18271.73333333333,0.37,18271.73333333333,0.37
2011-12-31,17773.58064516129,0.19,17773.58064516129,0.19
2012-01-31,16558.74193548387,0.42,16558.74193548387,0.42
2012-02-29,17356.62068965517,0.31,17356.62068965517,0.31
2012-03-31,21911.09677419355,0.2,21911.09677419355,0.2
2012-04-30,20131.1,0.17,20131.1,0.17
2012-05-31,20859.03225806452,0.16,20859.03225806452,0.16
2012-06-30,21304.93333333333,0.16,21304.93333333333,0.16
2012-07-31,22968.12903225806,0.17,22968.12903225806,0.17
2012-08-31,23021.22580645161,0.17,23021.22580645161,0.17
2012-09-30,21772.5,0.23,21772.5,0.23
2012-10-31,20164.77419354839,0.33,20164.77419354839,0.33
2012-11-30,18781.3,0.27,18781.3,0.27
2012-12-31,17384.0,0.29,17384.0,0.29
2013-01-31,16859.25806451613,0.18,16859.25806451613,0.18
2013-02-28,18193.25,0.53,18193.25,0.53
2013-03-31,21916.38709677419,0.32,21916.38709677419,0.32
2013-04-30,20733.36666666666,0.29,20733.36666666666,0.29
2013-05-31,21546.74193548387,0.17,21546.74193548387,0.17
2013-06-30,22220.36666666666,0.14,22220.36666666666,0.14
2013-07-31,23753.87096774194,0.16,23753.87096774194,0.16
2013-08-31,23657.22580645161,0.19,23657.22580645161,0.19
2013-09-30,,0.24,22840.644894861074,0.24
2013-10-31,,0.27,21421.72857286232,0.27
2013-11-30,,0.27,19175.426359898454,0.27
2013-12-31,,0.3,18345.012869456034,0.3
2014-01-31,,,17402.137285627257,0.237867781065634
2014-02-28,,,18761.68342987734,0.27157368773466556
2014-03-31,,,21403.654358809265,0.22722574401193926
2014-04-30,,,21646.547481441678,0.20710369536310438
2014-05-31,,,21428.43060688414,0.1614822298346928
2014-06-30,,,22675.540265481242,0.16249927431688904
2014-07-31,,,24016.382779121155,0.15425470401255983
2014-08-31,,,23995.46117115287,0.1828560828680281
2014-09-30,,,23309.61148987989,0.22060878717846344
2014-10-31,,,21812.72783971062,0.3019868719639581
2014-11-30,,,19730.790396524448,0.30030680853329206
2014-12-31,,,18876.474614519655,0.26160371004756733
2015-01-31,,,17796.629485103633,0.25994587850147727
2015-02-28,,,19189.179128504118,0.2579906510914735
2015-03-31,,,21324.26922602439,0.2186440711924634
2015-04-30,,,22106.148799930117,0.20637329573629612
2015-05-31,,,22131.40805109709,0.15615481683154434
2015-06-30,,,23364.125261234836,0.159838460929573
2015-07-31,,,24193.022669940572,0.13906717844452868
2015-08-31,,,24068.52034960872,0.173876662079973
2015-09-30,,,23784.427934209023,0.22135761236251333
2015-10-31,,,22207.598927516567,0.29719253236812426
2015-11-30,,,20288.537776693003,0.3118137039930181
2015-12-31,,,19405.270845044844,0.21398652768564527
2016-01-31,,0.16,18187.863483753168,0.16
2016-02-29,,0.34,19486.280738338213,0.34
2016-03-31,,0.21,23163.566900597252,0.21
2016-04-30,,0.19,22362.141345033127,0.19
2016-05-31,21860.0333333333,0.14,21860.0333333333,0.14
2016-06-30,23055.6451612903,0.13,23055.6451612903,0.13
2016-07-31,23191.6666666667,0.12,23191.6666666667,0.12
2016-08-31,25036.4516129032,,25036.4516129032,0.17858171816272478
2016-09-30,,0.15,23955.155337024848,0.15
2016-10-31,,0.24,22605.45309660736,0.24
2016-11-30,,0.34,20186.883562012914,0.34
2016-12-31,20194.0333333333,0.29,20194.0333333333,0.29
2017-01-31,19939.7741935484,0.19,19939.7741935484,0.19
2017-02-28,19985.3928571429,0.16,19985.3928571429,0.16
2017-03-31,23172.935483871,0.2,23172.935483871,0.2
2017-04-30,,0.18,22700.6962777097,0.18
2017-05-31,22995.8333333333,0.13,22995.8333333333,0.13
2017-06-30,22544.8064516129,0.1,22544.8064516129,0.1
2017-07-31,,0.13,25265.413423861017,0.13
2017-08-31,,0.14,25338.68004666228,0.14
2017-09-30,24864.5483870968,0.17,24864.5483870968,0.17
2017-10-31,24115.8333333333,0.2,24115.8333333333,0.2
2017-11-30,22805.4516129032,0.18,22805.4516129032,0.18
2017-12-31,20851.0666666667,0.15,20851.0666666667,0.15
2018-01-31,19656.2580645161,0.2,19656.2580645161,0.2
2018-02-28,20185.4642857143,0.34,20185.4642857143,0.34
2018-03-31,23717.2580645161,0.18,23717.2580645161,0.18
2018-04-30,23160.0666666667,0.14,23160.0666666667,0.14
2018-05-31,23652.3548387097,0.13,23652.3548387097,0.13
2018-06-30,24195.6666666667,0.16,24195.6666666667,0.16
2018-07-31,25174.7096774194,0.17,25174.7096774194,0.17
2018-08-31,25179.6129032258,0.2,25179.6129032258,0.2
2018-09-30,24241.3666666667,0.17,24241.3666666667,0.17
2018-10-31,22892.935483871,0.28,22892.935483871,0.28
2018-11-30,20981.4333333333,0.37,20981.4333333333,0.37
2018-12-31,20081.8064516129,0.32,20081.8064516129,0.32
2019-01-31,18961.6774193548,0.21,18961.6774193548,0.21
2019-02-28,20613.7857142857,0.22,20613.7857142857,0.22
2019-03-31,23121.6129032258,0.22,23121.6129032258,0.22
2019-04-30,23653.7666666667,0.22,23653.7666666667,0.22
2019-05-31,22895.1935483871,0.17,22895.1935483871,0.17
2019-06-30,25255.2,0.18,25255.2,0.18
2019-07-31,24858.0,0.12,24858.0,0.12
2019-08-31,25271.4516129032,0.23,25271.4516129032,0.23
2019-09-30,24580.4666666667,0.13,24580.4666666667,0.13
2019-10-31,,,22508.05928364163,0.27683363613487594
2019-11-30,,0.2,20544.39563030406,0.2
2019-12-31,,0.26,19615.039446060524,0.26
2020-01-31,,0.17,18351.542832174,0.17
2020-02-29,,0.18,19606.844334333273,0.18
2020-03-31,,0.2,23238.04124399945,0.2
2020-04-30,,0.16,22392.013185919048,0.16
2020-05-31,15544.9032258065,0.14,15544.9032258065,0.14
2020-06-30,20140.2333333333,0.12,20140.2333333333,0.12
2020-07-31,25906.7741935484,0.18,25906.7741935484,0.18
2020-08-31,24989.5161290323,0.13,24989.5161290323,0.13
2020-09-30,22583.2666666667,0.21,22583.2666666667,0.21
2020-10-31,20603.3548387097,0.25,20603.3548387097,0.25
2020-11-30,16746.5333333333,0.25,16746.5333333333,0.25
2020-12-31,16812.3548387097,0.2,16812.3548387097,0.2
2021-01-31,15146.8387096774,0.19,15146.8387096774,0.19
2021-02-28,16385.8214285714,0.21,16385.8214285714,0.21
2021-03-31,18627.8064516129,0.2,18627.8064516129,0.2
2021-04-30,20561.4666666667,0.18,20561.4666666667,0.18
2021-05-31,21138.9677419355,0.17,21138.9677419355,0.17
2021-06-30,22756.2333333333,0.11,22756.2333333333,0.11
2021-07-31,24866.4838709677,0.14,24866.4838709677,0.14
2021-08-31,25562.9677419355,0.2,25562.9677419355,0.2
2021-09-30,25124.3666666667,0.18,25124.3666666667,0.18
2021-10-31,24385.9032258065,0.33,24385.9032258065,0.33
2021-11-30,21674.0666666667,0.19,21674.0666666667,0.19
2021-12-31,20048.1290322581,0.23,20048.1290322581,0.23
2022-01-31,18192.0322580645,0.2,18192.0322580645,0.2
2022-02-28,21080.8928571429,0.2,21080.8928571429,0.2
2022-03-31,22184.1612903226,0.2,22184.1612903226,0.2
2022-04-30,23901.5,,23901.5,0.16660576820812484
2022-05-31,23492.935483871,0.1,23492.935483871,0.1
2022-06-30,25088.8666666667,0.1,25088.8666666667,0.1
2022-07-31,26105.3548387097,0.1,26105.3548387097,0.1
2022-08-31,25858.9677419355,0.1,25858.9677419355,0.1
2022-09-30,25679.8666666667,0.2,25679.8666666667,0.2
2022-10-31,24055.5483870968,0.3,24055.5483870968,0.3
2022-11-30,21805.5666666667,0.2,21805.5666666667,0.2
2022-12-31,21074.8387096774,0.2,21074.8387096774,0.2
2023-01-31,19814.6774193548,0.2,19814.6774193548,0.2
2023-02-28,21277.8214285714,0.2,21277.8214285714,0.2
2023-03-31,22196.1612903226,0.2,22196.1612903226,0.2
2023-04-30,24138.7666666667,0.2,24138.7666666667,0.2
2023-05-31,24922.0967741935,0.2,24922.0967741935,0.2
2023-06-30,25536.1,0.2,25536.1,0.2
2023-07-31,26189.7419354839,0.2,26189.7419354839,0.2
2023-08-31,25466.9677419355,0.2,25466.9677419355,0.2
2023-09-30,25508.0666666667,0.3,25508.0666666667,0.3
2023-10-31,23442.8387096774,0.2,23442.8387096774,0.2
2023-11-30,21381.0333333333,0.3,21381.0333333333,0.3
2023-12-31,20917.0,0.2,20917.0,0.2
