Traffic,PM10,NO2,PM2.5
115609.04832614212,19.879763066140967,50.14445260309264,12.804307229424449
116133.43244681651,20.127276362213156,49.89558811336005,12.769006798089782
116657.81656749091,20.374789658285348,49.64672362362745,12.733706366755113
117182.20068816532,20.622302954357536,49.39785913389486,12.698405935420446
117706.58480883972,20.869816250429725,49.148994644162265,12.66310550408578
118230.96892951411,21.117329546501914,48.900130154429675,12.62780507275111
118718.12751823013,20.115918026587288,50.69566666666666,12.75450872467086
119107.70336805006,20.666427465358094,49.69862499999999,12.564032044700129
119677.46335765491,21.82566315101361,48.159499999999994,12.456961987774886
120372.57639528933,22.752269660654157,46.91149303847138,12.366808382267871
120963.1544866872,23.241933638390723,46.640819410276094,12.309879320028928
121512.55063364061,23.552753376139396,45.92798607694277,12.395723193834998
122049.1282322069,23.74775636443887,45.40740274360943,12.432087065146877
122540.51801715315,23.825720656731722,46.08948607694277,12.38909893330935
123049.59825908866,23.50234536141342,46.66219441027609,12.41502341945813
123455.33038274458,23.2124215166122,46.24923607694276,12.34269219611196
123879.03611751161,23.16045486321785,46.93365274360942,12.161389960577981
124348.40179851519,23.110327571096327,48.01406941027609,12.192022001027265
124638.46631464422,23.06078099347411,48.7205694102761,12.37238659897214
124712.96405849983,23.012830013975215,48.52831941027609,12.356864361852955
124951.78303891454,22.96437176860847,48.21740274360943,12.247863712436102
125265.19477726579,22.912703800965247,48.86765970513805,12.15882827563863
125448.31216077831,22.862967752168977,50.18366666666667,12.105301349986888
125687.01704429084,22.815974540571496,52.516875,12.192956233073073
125888.84961597544,22.76814376803914,53.026125,12.227651687928095
126029.70983102922,22.718384911303165,52.79987500000001,12.183382056096773
126159.06525217617,22.668237882731724,52.63995833333334,12.207721266270184
126284.8386840758,22.61700704760212,52.659125,12.13288633518354
126383.40517153099,22.565069501624023,53.00233333333334,11.953931216188835
126307.73509984638,22.51501386629298,53.832125,11.990182602190703
126368.20552995392,22.465547649410613,54.363458333333334,12.170816656751175
126821.14375,22.417571420917767,56.02016666666666,12.151426611244183
127044.34272273425,22.368913830542677,57.459916666666665,12.040638575945767
126984.31064388121,22.317220910132075,56.39570833333333,11.952849925959045
127132.94388760881,22.26765518142738,55.79754166666666,11.90276376791875
127246.27157578085,22.22075628690819,54.969375,11.99209865362923
127295.7081349206,22.17284698391204,54.48258333333334,12.02502963818438
127405.1315220174,22.12304134985471,54.71991666666666,11.979475311553568
127508.83918330775,22.072890232000486,54.524875,12.002210475120922
127505.68259728624,22.021590165018083,54.12175,11.924982642344302
127565.89406682028,21.969684892687432,53.152833333333334,11.748562395857535
127932.42274065541,21.919701429692317,51.43183333333332,11.790355580215259
128215.11225678443,21.870313629978444,51.652541666666664,11.970999041290487
127964.27554502797,21.813799389732,52.214791666666656,12.126278350104451
127780.97377950807,21.761073633539368,51.97485893415954,12.383027437962166
127782.17234581633,21.717970435415857,52.22088453498576,12.57989547647029
127557.28220244715,22.325453215496363,52.00530120165243,12.670327968618482
127545.2253924113,23.909233917197692,50.79317620165242,12.33738467223375
127606.48713076256,25.047012671093388,49.37784286831909,12.163284707729801
127514.4333673217,25.42786286959385,48.83292620165243,12.225987144247112
127303.04564330737,26.02120297800448,48.076801201652415,12.082878630574884
127248.89851069088,27.09665273698106,48.171467868319084,12.237162964002517
127285.73332251885,27.781554699667875,48.62730120165242,12.703730911236837
127039.8356074651,27.467415836097516,48.15959286831909,12.524944646645208
126762.61383327155,27.084824488032986,47.531259534985765,11.913192879280727
126772.46014564244,27.431298164167035,46.61246786831908,11.722716199309698
126724.30645801334,29.719945737112646,45.7671506008262,11.61564614238449
126841.66017665129,31.97409498031611,46.572374999999994,11.525492536878579
127109.74507808499,31.48275,48.00470833333334,11.46856347464056
127133.32164618536,29.329250000000002,48.26133333333333,11.55440734844744
127232.51380568354,27.426875,48.213458333333335,11.590771219759024
127432.01649385558,26.588916666666663,47.79491666666667,11.547783087920681
127656.8173003072,26.082874999999998,47.56120833333334,11.57370757407035
127844.30493471582,24.91270833333333,47.01225000000001,11.501376350724659
127944.98979134663,23.85095833333333,45.81458333333333,11.320074115189673
128160.39104582692,23.921041666666664,45.327666666666666,11.350706155638251
128556.45556195594,25.09620833333333,45.43770833333333,11.531070753583936
129111.67824820786,24.853166666666667,46.13945833333333,11.515548516465582
129579.70873015872,21.970250000000004,47.499833333333335,11.406547867048303
129700.65200972863,19.564083333333336,47.573,11.31751243025008
129841.2686763953,18.833541666666665,45.45470833333333,11.263985504598038
130021.79645417306,18.67025,44.71937499999999,11.35164038768364
130121.52046850997,18.973916666666668,45.85245833333333,11.386335842539136
130214.85111367126,18.904499999999995,45.89479166666666,11.342066210709039
130354.21468894009,18.138041666666666,45.43687500000001,11.366405420882394
130582.88740399385,18.042749999999995,45.61862500000001,11.291570489794015
130746.57956349205,17.864333333333335,46.4230447226778,11.11261537079736
130832.45451868918,18.04,47.82054777868893,11.148866756799025
130817.64806707627,17.24683333333333,48.153714445355604,11.329500811360473
130654.27925947256,16.31191666666667,47.25158944535559,11.310110765854555
130701.78814004091,15.987,45.96700611202226,11.199322730557073
130880.34553251402,15.314208333333333,45.11454777868893,11.111534080569324
130923.64754864304,15.328458333333332,45.079631112022255,11.061447922527394
131132.87178699434,15.653916666666664,45.095547778688925,11.150782808237086
131371.43473502304,15.881625,45.817922778688924,11.183713792791918
131426.49521889404,16.192180193825607,47.064078540008275,11.138159466161161
131410.35108806967,16.505777054317882,47.9531509679943,11.16089462972815
131357.8440540195,16.290860387651215,47.881109301327626,11.08366679695142
131437.04396441375,16.223943720984547,47.868231245316494,10.907246550465192
131743.12962749618,16.015027054317883,47.748019855972025,10.949039734824588
132014.56376728116,15.63090205431788,46.58614485597203,11.129683195900677
132128.67253065584,16.847360387651218,47.30222818930536,11.284962504713876
132190.0084445681,18.76436038765122,49.12364485597202,11.54171159257132
131935.30122877957,19.44948538765122,49.84260318930536,11.738579631080299
131889.79674596593,19.463027054317884,50.4963115226387,11.829012123229289
131854.759873206,19.06352705431788,50.356644855972036,11.496068826845335
131668.61825134218,18.601610387651217,48.0536865226387,11.32196886234184
131582.51596639593,18.427638527158944,46.53378076131935,11.38467129885829
131615.3691922024,18.59425,47.507958333333335,11.24156278518566
131953.21368144974,18.778571146112135,48.5659420711781,11.395847118613313
132116.52093951422,19.6856006255576,48.88946747568954,11.862415065847902
132293.8651599443,20.681225625557598,48.844050809022875,11.683628801256438
132402.80736424535,21.8112256255576,49.99255080902287,11.373416123907463
132323.43203981078,22.080475625557604,50.69371747568954,11.18293944393638
132193.80508327179,20.487433958890936,50.09959247568955,10.774330296995371
132412.98844473367,19.9587256255576,50.86271747568955,10.684176691489265
132460.62379600733,20.493392292224268,51.71955080902288,10.627247629251057
132202.8806501304,21.03480895889093,52.83988414235621,10.7130915030559
131990.44668955693,21.174433958890933,54.637842475689546,10.749455374365787
131755.05148346376,21.0863506255576,54.56134247568954,10.706467242527896
131420.98409995122,20.8262256255576,52.97142580902289,10.732391728677205
130970.59498704798,20.3181128127788,52.07960873784478,10.660060505331279
130966.74507665372,19.591375,51.241499999999995,10.478758269796122
131128.07997808742,18.20625,51.459624999999996,10.50939031024439
131616.8506322093,16.444499999999998,50.71933333333333,10.388215818174025
131839.1911788043,14.602791666666665,48.08254166666667,10.372693581055273
131293.9535635969,13.935500000000001,46.74241666666667,10.565232021654344
130590.10381321283,14.837666666666665,45.266875,10.47619658485651
130152.13025402062,15.31395833333333,44.32875000000001,10.422669659204459
130004.05547875061,14.976791666666665,43.54837500000001,10.510324542290496
129784.25207373271,15.029125,42.37712499999999,10.545019997146435
129680.24450204808,15.185208333333334,42.50570833333334,10.500750365317128
129749.33773681508,15.680625000000001,43.959041666666664,10.52508957549204
129872.80682283665,16.319121337872385,45.59491666666667,10.45025464440572
129873.34934075779,16.320701009078103,45.918791666666664,10.271299525410143
129739.1512672811,16.479951009078103,44.96270833333334,10.307550911411242
129610.82819380437,17.3187010090781,44.920583333333326,10.488184965972128
129509.3572708653,18.241909342411436,45.01841666666667,10.468794920465957
129347.87205581152,18.846534342411438,44.691125,10.358006885168917
129372.35736687145,18.724367675744773,45.407500000000006,10.270218235183227
129569.9273553507,18.774159342411437,46.11325,10.22013207714282
129664.18801843311,19.428784342411436,46.99879166666667,10.309466962852234
129763.79948796715,19.5158260090781,47.71475,10.342397947405674
129703.21373527899,19.56686767574477,47.31570833333333,10.296843620773151
129611.35378904239,19.344034342411437,45.425916666666666,10.319578784338283
129617.11050947249,18.914996337872385,42.92929166666666,10.492685649629662
129606.56050947249,18.680416666666666,41.72504166666667,10.327399506265152
129608.20002560152,18.200666666666663,40.601708333333335,9.715493213576032
129478.50759728611,17.428749999999994,38.86408333333333,9.33174778950041
129331.85414746533,17.443583333333333,37.889083333333325,9.97998769671657
129387.8272657449,17.655833333333334,37.247125,10.879587386196434
129332.37617922021,17.228791666666666,35.74541666666666,11.076455425179542
127707.72616796433,16.9135,34.377541666666666,11.205572963435932
123895.84964466686,16.41375,33.44133333333333,10.928097511423529
120177.95296007904,16.040374999999997,32.26779166666667,10.497998580685744
118192.46599771344,15.475291666666667,31.53970833333333,10.132192433666049
117535.25457298229,15.618333333333334,32.34591666666667,10.017374024304292
117266.07849771343,15.906166666666667,33.36366666666667,9.812673815735
117052.22773606467,15.777750000000001,33.16404166666667,9.696798815734999
116777.65251205032,16.10175,33.11695833333333,10.078715482401666
115930.32728803603,16.856625,33.818625000000004,10.745590482401665
114701.9832468174,16.824791666666663,34.60208333333333,10.398007149068333
113082.54641886038,16.185291666666664,34.357625,9.381085777649535
111151.88733833443,15.825708333333333,33.58774999999999,9.351707203115367
111123.32772017407,15.326680327819172,33.05169376553886,9.3911304355604
113652.57050691241,15.69965232230501,33.718012531077726,9.843385871120804
116161.17216461852,16.33652732230501,35.06109586441106,10.387219204454137
117533.51965565799,16.447277322305013,35.513012531077734,10.347469204454136
118026.7098886329,15.735527322305014,34.34651253107773,10.053094204454135
118265.53650153612,15.313360655638347,33.44688753107772,10.0321358711208
118639.86315924223,15.334360655638346,33.7024291977444,9.962594204454135
119177.81884920641,15.028110655638347,33.7888041977444,9.626219204454134
120206.07592805939,14.481068988971678,34.45951253107772,8.99880253778747
121453.90424347157,13.912277322305014,34.73213753107773,8.379510871120802
122807.67574884789,14.233902322305012,34.86088753107773,8.278177537787471
124554.03332373264,14.724068988971679,35.52197086441107,8.203969204454136
126110.75514592923,15.189513661152505,36.5061520988722,8.409297102227068
127410.56258320523,15.384999999999998,35.98983333333334,8.4375
128814.49367639521,15.120833333333334,34.804291666666664,8.291625
129765.9775473629,15.347541666666665,35.009791666666665,8.673499999999999
130146.63346134142,15.611791666666669,35.333124999999995,9.083083333333333
130293.31222478229,15.416,35.12420833333333,9.107666666666665
130301.17812980019,15.516875,35.008541666666666,9.378208333333333
130132.79000256002,16.32058333333333,35.07729166666667,9.908624999999999
129983.11020865326,16.721125,33.925000000000004,10.249125
130063.93982334864,16.420166666666667,32.79479166666667,10.264958333333333
130396.00030721964,16.05045833333333,32.574416666666664,10.246791666666665
130561.11441052229,15.846166666666667,32.318041666666666,10.366833333333332
130472.79706221205,15.405375,31.51475,10.115666666666666
130310.42009088586,14.667541666666667,30.48908333333333,9.699500000000002
130115.20575396827,14.615833333333331,30.144499999999994,9.600416666666668
130040.1316948285,15.031749999999999,30.674041666666664,9.883125
129978.17188300054,15.414541666666667,31.3865,10.1545
129911.67860343066,15.758916666666666,32.214708333333334,10.166541666666667
129910.7395801332,15.816958333333332,33.382374999999996,10.226625
129956.24679339488,15.157708333333334,34.474291666666666,9.898541666666667
130050.85400665649,14.691625,36.09358333333333,9.516374999999998
130078.24616615465,14.951833333333331,37.309374999999996,9.659958333333332
129818.64492044704,14.807769570707082,34.11003637334888,9.737669143356651
129774.82757639997,14.727949494949506,34.34625140831392,9.701137529137537
129731.01023235288,14.64812941919193,34.58246644327895,9.664605914918422
129687.19288830581,14.568309343434354,34.818681478243995,9.628074300699307
129643.37554425874,14.48848926767678,35.05489651320903,9.591542686480192
129599.55820021167,14.408669191919204,35.29111154817407,9.555011072261077
